,sentence,label
8387,"Uzun bir süredir kullanıyoruz. Alım amacımız tarhana öğütmesi ve salça yapımıydı. Bu şekilde de kullanmaya devam ediyoruz. Domatesler için harika bir ürün, çok kusa sürede 30kg domates salça için uygun hale geliyor. Aynı şekilde tarhana içinde hazırlık kısa sürede tamamlanıyor. Gelelim ayrıntılara; bu marka ve diğer markaların hepsinde bu cihazları uzun, sürekli kullanmamak gerekiyor. Her ne kadar üstünde 500 Watt yazılı olsa da buna güvenerek sürekli çalıştırınca motorlar yanıyor. Bu cihazlar 8-10 saniye çalıştıktan sonra dinlenmeli ve tekrar aynı süre çalışması lazım. Dur kalk prensibi gibi çalıştır dinlendir tekrar çalıştır şeklinde bir kullanıma ihtiyaçları var. İçinizden 8 e kadar sayıp sonra 5 saniye durdurup tekrarlamak bu cihazların sağlam kalmasını sağlayacaktır. Ebat olarak büyük olduğundan soğan vs işleri el blender ları da rahatça yapar. Sevmediğimiz veya kullanırken rahatsız olduğumuz kısımları da var. Örneğin kapağı kolay takılmasına rağmen kafa kısmı takılmayıp dışarı da yerine tam oturmuyor. Eğer kafayı oturturken fiş takılıysa bu sefer de kendi kendine hareket ediyor. Bu da tedirginlik yaratıyor. Tek sıkıntı bu diyebilirim. Temizlemesi kolay. Bu ürünün de önemli bir ayrıntı da Türkiye’de üretilmiş olmasıdır. Belki başka modeller yurtdışı olabilir ama bize gelen kutu üstünde Türkiye üretimi olduğu belirtilmişti. Sonuçta güzel bir ürün, işimizi görüyor, dinlendirerek uzun sürecek işler de sorunsuz yapılacaktır. Tavsiye ediyoruz...",Olumlu
8388,Bir çok marka arasında çok kararsız kaldım özellikle dış görüntüsünü beğenerek aldım.1 ay oldu Maaşallah performansı çok iyi ve tertemiz yıkıyor.Daha makina teslimatında Samsung çalışanları farklarını gösteriyorlar.hem işlerini iyi yapıyorlar hem de nezaketliler.Sitelerde tavsiye ederim.Samsung en iyisi.,Olumlu
8389,ürün cok kullanışlı degil malesef. cok kücük cam haznesi minik mink seyler koyup oyle kullanmak gerekiyor iade zamanı grctiği icin iade edemedim.,Olumsuz
8390,"Insan içine 1 tane film koyar denesinler diye sırf ucuz göstermek adına
ürünü içinden filmleri almanız hiç hoş değil tavsiye etmiyorum bu
mağazayı yeni bir ürün alınca insanlar nasıl diye deneyip görmek ister.
Eğer mağaza bi güzellik yaparsa bende yoruma katarım.",Olumsuz
8391,Fiyat performans olarak mükemmel,Olumlu
8392,İyi bir doğrayıcıya benziyor hiç kullanmadım ama yorumlara güvenerek aldım haznesi cam olmadı güzel,Olumlu
8393,Çok iyi bir mağaza,Olumlu
8394,ürünü beğenmedim anlatildigi gibi değil di,Olumsuz
8395,Klavye fiyatına göre gayet iyi ama sık sık takılma yapması büyük sorun. Mouse u güzel.,Olumsuz
8396,Aldıma pişmanım böyle kötü bir fırın olamaz bir keki bile bir saatte  pişiriyor ben yandım sizlar alıpta yanmayın,Olumsuz
8397,Güzel tavsiye ediyorum,Olumlu
8398,Küçük ev alanları için fiyat ve becerisi ile mükemmel,Olumlu
8399,"ürün maalesef iyi parçalayamıyor, kıymıyor.Mutlaka arada haznede
kıyılmamış soğan biber vs kalıyor, pişmanım.",Olumsuz
8400,Ürün bir çok yorumdaki gibi klasik olacak ama süpürge gerçekten çok iyi. Daha önce arçelik sulu süpürge kullanıyordum ve bu süpürge gerçekten muhteşem. Cihaz son güçte dahi sessiz. Toz toplaması son derece başarılı Arçelik ile gerçekten yüzeysel temizlik yapıyormuşuz. Temizliği son derece kolay. Süpürge çok hafif bu sebep ile rahat hareket kabiliyeti sağlıyor. HAlı ve diğer zemin başlıkları son derece kullanışlı ve başarılı. MAlzeme kalitesine gelince bence yeterli hafif olması için tabiki biraz malzeme hassas olacaktır. Alanlar pişman kalmayacaktır. ÇEkiş konusuna gelirsek. BEnce çok başarılı halıya adeta yapışıyor.,Olumlu
8401,Arkadaşımın iş yerinde gördüm öyle aldım. Ben bu kadar ucuz olduğunu bilmiyordum :) Ürün hem ucuz hem de temizliği kolay. Hızlı teslimat için teşekkür ederim.,Olumlu
8402,Olumsuz yönleri: Kötü. Korkmaz markasına asla yakışmayan bir ürün. Bir defa kullandım bütün yağı çekti içine. Belki bendeki fritözden kaynaklıdır diye garantiye göndercem ama umutsuzum.,Olumsuz
8403,Harika bi ürün fiyatına göre kaliteli çok memnun kaldım,Olumlu
8404,Ürün gelmeden nasıl beğeneyim.,Olumsuz
8405,uygun fiyata aldım daha önce de kullandık bu  ürünü iş yerinde 5 yılın sonunda arıza verdi tavsiye ederim,Olumlu
8406,"Mouse bozuk geldi klavye de dandik sakın yorumlara güvenip almayın ben
öyle yaptım...",Olumsuz
8407,Gayet kullanılışlı ve kaliteli bir ürün,Olumlu
8408,ürünü alalı yaklaşık 2 sene oldu ben üründe sürekli saf yada içme suyu kullandığım için herhangi kireçlenme yada performans kaybı yaşamadım.tavsiye ederim bir buharlı ütü değil ama bence F/P ürünü =),Olumlu
8409,tek kelimeyle harikaa. kahve dedigin agza biraz pütürlük gelecek pahali matkalar su gbi birakip cikariyor ama bu urun ram istedgim gbi ve oldukca kopurtuyor siddetle  tavsiye ediyorummmm ve fiyati cok uygun,Olumlu
8410,daha ikinci çalıştırmada büyük hazne kırıldı. ürün çok kalitesiz. kesinlikle önermem. almak isteyenlere önerim üzerine biraz daha para verip kaliteli bir ürün almaları.,Olumsuz
8411,Herşey güzeldi Arzum Hamur mak. Çok güzel yolluyan firma da Çok hızlı yurt içi kargoda İzmir den aldığı koli yi ertesi gün İstanbul a teslim etti tabi işin çekirdeğini temsileden hepsi burda yada çok teşekkür ederim,Olumlu
8412,çok severek kullanıyorum. Ama keşke 3 bıçaklı olsaydı daha güzel olabilirdi,Olumlu
8413,"ürünü henüz tam olarak kullanma imkanım olmadı, tavsiye üzerine seçilmiş bir ürün, fakat ben amazzonun sipariş aşamasından teslim aşamasına kadar üstün online mağazacılık tecrübesinden istifade ettim. amazzon kalitesi farkını hissettiriyor, tekrar görüşmek üzere.",Olumlu
8414,"Olumsuz yönleri: 109 liraya satılan sinbo markası daha iyi bu üründen. Yeterince iyi sıkmıyor, meyvelerin yarısından çoğu israf oluyor. Potası su oluyor.",Olumsuz
8415,Çok güzel ve kullanışlı bir ürün,Olumlu
8416,Güzel kullanışlı. Anneme diye aldım en çok ben kullanıyorum,Olumlu
8417,"İşinizi düzgün yapan satıcılardan alışveriş yapın ben 120 lik ürün için
kaç gündür uğraşıyorum çözüm bulamadım...",Olumsuz
8418,2 aydır kullanıyorum ısınma sorunu var onun dışında gayet iyi bir bilgisayar,Olumsuz
8419,Süper bır ürün,Olumlu
8420,"Gayet guzel kullanisli,2 gun icinde geldi, tesekkurler.",Olumlu
8421,"2 sene olmadı alalı bozuldu çalımıyor servisi varmı öğrenebilirmiyim carfursadan almış alışveriş merkezinden 
markasına güvendim hiç memenun kalmadın eski mallar çok iyi di 7 sene kullanmıştım eskini taşırken yanlışla eşim çöpe atmış anlamadık yeni aldım oda 1 sene zor dayandı eski mallaeını<dan üretin",Olumsuz
8422,Berbat bir ürün.Son derece gürültü ve titreşimli çalışıyor.SAKIN ALMAYIN,Olumsuz
8423,kızıma ihtiyacı olduğu için aldım. fakat ürünü kullandıktan sonra pişmanlığını belirti. bir ürünü alıken insanların iyi araştırma yapması gerekir diye düşünüyorum.,Olumsuz
8424,Spybox s10 aldım 2 günnsonra sinyal yok sorunu verdi iade ettim. Çöp elinizde patlar,Olumsuz
8425,"Yaklaşık iki hafta önce aradaki fiyat farkına değmeyeceğini düşündüğüm için bir alt modelini satın almış ve ürün yorumları kısmına ayrıntılı bir değerlendirme bırakmıştım. Ütünün GC5032/20 versiyonu da benim açımdan tatmin edici bir performans sunuyordu. Ancak eşim iyonik buhar özelliği olmadığından ve performansını yeterli görmediğinden iade etmek zorunda kalmıştım.GC5037/80 ni iki gün önce teslim aldım. Zaten üreticinin verdiği teknik malumattan da anlaşılacağı gibi buhar gücü itibarıyla bu ütü biraz daha iyi bir performansa sahip. Bu performans farkı, kırışıklıkları açma noktasında GC5037/80 modelini selefinden biraz daha iyi yapıyor. Bunun dışında her iki versiyondaki ütü de olumlu ya da olumsuz bir başka farka sahip değil (Tabi ki kendi gözlemlerime göre). Dolayısıyla GC5032/20 modeli için uzun uzadıya yorum yazdığım için burada aynı şeyleri tekrarlamak istemiyorum ama özetle ütünün ister bu versiyonunu ister bir alt versiyonunu satın alın memnun kalacağınıza inanıyorum.Bana kalırsa satıcı veyahut aracı, en az satın aldığınız ürünün kendisi kadar önemli. Bu konuda da bir iki şey söylemek istiyorum. amazzon, satın alımdan kargoya, kargodan iade süreçlerine kadar alışverişin her aşamasında sağladığı müşteri odaklı yaklaşımıyla gerçekten takdiri hak ediyor. Ben aradaki fiyat farkına aldırmaksızın amazzon'da bulabildiğim ürünü amazzon'dan sipariş veriyorum artık. Böylece dertsiz başıma dert açmıyorum. Siz de açmayın.Ütüyü Arces'ten satın aldım. Ürünle ilgili bilgi istediğimde ürünün tamamıyla sıfır, kapalı kutu, faturalı olarak gönderileceğini belirtmişlerdi. Öyle de oldu.",Olumlu
8426,Plakaları hiç leke tutmuyor ayrıca güzel ve kullanışlı bir ürün,Olumlu
8427,"BİR CİHAZIN KRONİK BİR ARIZASI VARSA TÜM ÜRETİLMİŞ VE ÜRETİLEN CİHAZLARDA BU GÖZLEMLENİR AMA BEN BU CİHAZI HALA ÇÖZEMEDİM. ÇOĞUNLUKLA SES PROBLEMİ BELİRTİLİMİŞ... VE ŞİKAYET SİTELERİNDE İSE SEBZELERİN ÇABUK BOZULMASINDAN BAHSEDİLMİŞ... BİZ DE ALALI BİR-İKİ  AY OLDU VE SES İLE İLGİLİ HİÇ BİR ŞİKAYETİMİZ YOK, HATTA KULAĞIMIZI DAYADIĞIMIZ DA ANCA SESİNİ DUYABİLİYORUZ. FAKAT VİTAFRESH DENİLEN SÖZDE SEBZE VE MEYVELERİ TAZE TUTTUĞU BELİRTİLEN BÖLÜME YEŞİL RENKLİ TÜM YEŞİLLİK VE SEBZELERİ KOYDUĞUNUZDA 3-5 GÜN İÇİNDE SARARIYOR VEYA BOZULUYOR. FONKSİYON AYARLARINI DA AYARLAMIŞ OLMAMIZA RAĞMEN.TORBALI, TORBASIZ, KESE KAĞITLI VS. HER TÜRLÜ VARYASYONU DENESEK DE DEĞİŞEN BİR ŞEY YOK. MÜŞTERİ HİZMETLERİ İSE DENEDİĞİMİZ HER ŞEYİ TEKRARLADI.HATTA KURULAYARAK KOYMAMIZI YADA ISLAK OLMAYAN ÜRÜN ALMAMIZI TAVSİYE ETTİ. NASIL OLACAKSA? BAŞKA DA YAPILACAK BİR ŞEY YOK DEDİLER. ""TAZE ÜRÜN  YİYECEĞİZ ARTIK"" DERKEN ESKİ BUZDOLABIMI ARAR OLDUM. EN AZ İKİ HAFTA HİÇ BİR ŞEY OLMUYORDU. KULLANIŞLILIĞI GAYET İYİ. ALT BÖLÜMDE GAYET İYİ. BENİM CİHAZIMA MÜNHASIR SESİ ÇOK SESSİZ (ŞANSIMA OLSA GEREK) RENGİ, RAFLARININ KULLANILIŞLIĞI VE EBADI GAYET İYİ.",Olumsuz
8428,Şiddetle tavsiye ediyorum. Yıllardr marketlere promosyonlu gelen indirimli bi markayı kullandm. Her parçasıyla kalite. Dışını kirletmeden kahveyi dökebiliyorsunuz. İki farklı hız özelliği çok güzel. Mini su ısıtıcısı niyetinede kullanıyorum. Parlak ve şık duruyor. Köpüklü kahve olmuyor diyenlerin doğru yöntemi bilmediği için böyle yazdıklarını düşünüyorum. Gayet güzel köpük oluyor,Olumlu
8429,"benim bu 5. Alışveriş hepsi de aynı Harika ürün hızlı kaliteli ama
fiyatlar hiç sabit olmadı 389-399-419-439 oldu",Olumlu
8430,Evet arkadaşlar problem filtre imiş.hatam sungerden sonra beyaz olan filtreyi de yıkamakmış.çünkü yikadigim için içindeki tozlar çamurlasip gozenekleri tıkamış.bu yüzden emiş gücü düşmüş.aydınlattığı için arçelik servisine teşekkürler,Olumsuz
8431,Olumlu yönleri: kaç yıl garantili,Olumsuz
8432,.urunun kenarlari kirik geldi hic hos deil,Olumsuz
8433,sessiiz ve güzel,Olumlu
8434,Çeyizim için aldım . Ürün elime çok hızlı ulaştı . Teşekkür Trendyol,Olumlu
8435,"Ürün anlatıldığı gibiydi kısa sürede tek fincanlık full köpüklü
kahvemizi yaptık. 3-4 fincan da iyi olur diye ümit ediyorum. Benim bu
alışverişteki sıkıntım Aras Kargo oldu.Dün gelen kargoyu sisteme alıcı
kargoyu kabul etmiyor diye giriyor ertesi gün aradığımda defalarca
arayıp en sonunda ulaştığımda telefon açılıp bekleyin denilip ahize yana
konuyor ve oradaki müşterilerle ilgileniliyor. 6 dk bekleyip dayanamayıp
kapadım. Sonra yeniden aradığımda aynı şekilde 2 dk bekleyip o şekilde
muhatap alındım. Kargonun şubede olduğu gelip almam söylendi. Hediye
olduğunu söyledim iş yerine 5 e kadar gitmesini söyledim. Zoraki bir
şekilde 5 i geçerek getirdiler kısacası Kargo yıprattı. Ürün ve mağaza başarılı.",Olumlu
8436,ben bu telefona bayıldım her şeyiyle harika şahsen daha pahalı bir telefona iyi ki para vermemişim,Olumlu
8437,evet.................,Olumsuz
8438,Ürünü alamadım ki beğeneyim. İnşallah kırık bozuk hasarlı gelmez.,Olumsuz
8439,Yuzerken baglantisi ile music podcast dinlenmiyor :(,Olumsuz
8440,urunun tasima cantasi ve adima faturasi gonderilmedi,Olumsuz
8441,kullandığımız ilk gün bozuktu firma hiç yardımcı olmadı iadeyi geri yolladılar,Olumsuz
8442,"Telefonu eşim için aldım. İşlemci gücü güzel arka kamerası portre modu güzel arka kamera tatmin eder yalnızca kasanın plastikliği hoşuma gitmedi bu fiyatlara alınabilecek iyilerinden ve Samsung.
Telefon alırken satıcının hepsiburada olmasına dikkat ederim hep",Olumlu
8443,Bu kadar kalitesi sıfır bir firın oyle yapmişlarki senelik kullanıp sonra servise koş servis duyarsız bir ay oldu bahaneler uretip kargo gelmedi yapcaz  bir dahamı kapıdan sokmam servis beş para etmez  kimseye tavsiye etmem bildiğim markadan vaz geçmem,Olumsuz
8444,çok iyi ürün 😍 kesinlikle tavsiye ederim,Olumlu
8445,"Olumlu yönleri: babamlara gidince olmazsa olmazımız.hemen çıkarırız terasa misgibi ne mangal dumanı var ne bir şey tertemiz. Çift katlı oluşu  da iyi zaten çok kolay kuruluyor aldığınızda, biz netten siparişle almıştık. Termostatı ayarlanabiliyor.",Olumlu
8446,Samsung WW10N644RBW-AH A +++ Sınıfı 10 Kg Yıkama 1400 Devir Çamaşır Makinesi  aldık almaz olaydık 3 tane çarşafı yıkayamıyor SAKIN  yanından bile geçmeyin pişman olursunuz,Olumsuz
8447,Süper bir ürün kullanımı kolay ve motoru güçlü sesiz çalışıyor kesinlikle tavsiye ediyorum..,Olumlu
8448,mağazadan aldım 2 yıl kullandım. haznesi delinmiş evi yakıyordu.,Olumsuz
8449,Elma havuç rendelemekte çok güzel lakin soganda ayni şeyi söyleyemeyeceğim.rendeleme işlemi bitince renkli parçaları takılan yerden ayırmak biraz zahmetli..Bunlara rağmen yinede güzel bir urun.,Olumlu
8450,"Olumlu yönleri: PARASINA GÖRE ÜRÜN İYİ

Olumsuz yönleri: TOZ HAZNESİ ZOR AÇILIYOR SİSTEMİ KÖTÜ",Olumlu
8451,Olumlu yönleri: Gerçekten hız kalite fiyatı çok iyi herkese tavsiye ediyorum,Olumlu
8452,Acer swift serisi pc kullanicilari kesinlikle almasın. 512gb ustunu acer kabylake boardlar gormuyor. Ürün uyumsuz.  Asus zenbook notebookta denedim urun cok hızlı calisiyor ancak el deyilmeyecek kadarda ısınıyor. Pc sogutmaniz zayif ise dikkat edin,Olumsuz
8453,"10400mAh aldığım cihaz en az uç kez şarj eder diye aldım %50 şarj
ediyor.anlatıldığı gibi değil.",Olumsuz
8454,Kutu içinden usb dongle çıkmadı,Olumsuz
8455,hepsiburadanın hızı son derece mükemmel ama ürünü alıp şarja koyduğumda hep bir ışığı yanıyordu şarj aletimde sıkıntı vardır diye orjinal şarj aleti bile aldım -ki iphone 6 kullanıyorum- yine bile şarj etmedi sağolsun hepsiburadaya iade için başvurdum ve ertesi günü kargoya kargoya verdiğimin ertesi günü paramı iade ettiler. hepsiburadaya güvenin ama buradaki yorumlara güvenmeyin,Olumsuz
8456,"Genel hatları ile pek de doğru ölçümler alamamakta. Özelikle nabız ölçümlerinde çok yetersiz ve hatalı olmakta.Bunun yanında bir yeri keşfetmek için gezeceğiniz zaman gezi modunu açıp gps i aktif etmeniz gerekmekte. Aksi halde konum datasını tutmamakta.Şarj konusunda kolunuzda takılı ise spor modlarını kullanmazsanız anca 4 gün çıkarabiliyor. Spor modları açık olması halinde max 2 gün diyebiliriz.Gelen arama ve mesajları sadece görebiliyorsunuz. Aramalarda ise meşgule atmadan başka seçenek yok .Son olarak gereksiz yere 3-4 gün de bir telefon ile bağlantısı kopmakta , ve saati resetlemeden yeni bağlantı kuramamaktasınız. Bu da saatteki datalarınızın silinmesi anlamına gelmekte. -telefon Iphone belki androidde bu sorun yoktur-Sonuç , teşekkürler amazzon.com bu vasat cihazı iade edebildim .",Olumsuz
8457,"Mağaza gayet hızlı ve başarılı, ürün elime en kısa sürede ulaştı.
Performansı da süper tavsiye ederim .Teşekkürler",Olumlu
8458,"Eski makina ile çekilen halı üzerinden tekrar kutu acılımı sonrası denedik, yok böyle birşey toz haznesinden çıkanlar adamı utandırır o derece ??",Olumlu
8459,Sıfır kutusunda çok güzel ambalajlanmış biçimde geldi teşekkürler,Olumlu
8460,"Estetik olarak tezgah üzerinde çok güzel duruyor. Sanki aksesuar! Kahve
pişirme süresi bir dakika civarında. Ama asıl önemli olan pişen kahce:
doyumsuz. Bu fiyata bu kadar zarif ve estetik bir Türk Kahvesi Makinesi! Bravo.",Olumlu
8461,Olumlu yönleri: Güzel ürün tavsiye ederim,Olumlu
8462,beklediğimden büyük geldi çok isteyerek aldim seve seve kullanacam,Olumlu
8463,"Bir seneyi geçti ürünü alalı üçüncü kez servisine gönderdin.Elektrik düğmesi çok uyduruk hemen bozuluyor,Dökme çay için verilen süzgeç işe yaramıyor çay demliğe dökülüyor.Demlik poşet önerilir.Su sürekli kaynıyor arada dinlenme ya da ayarlama şansın yok.Demliğin kapağı plastik ve sıcakken açılmıyor zorlarsanız tutulan kısım yerinden çıkıyor.Bu kadarcık...",Olumsuz
8464,Çok sağlam ve hızlı geldi,Olumlu
8465,Çok kötü biraz daha fazlasını verip daha iyisini almanızı öneririm. Hiç bir işlevi yok,Olumsuz
8466,bundan önce tefal in rondosunu kullanıyordum. memnun kaldığım için küçük bir robot gibi tüm parçaları olan bir ürününü almak istedim. renkli ürünleri seviyorum. 1000w olması güzel güçlü motora sahip. rondonun haznesi tam bana göre. farklı uçları da var arada onları da kullanıyorum. blender zaten devamlı elimin altında iyi ki almışım valla.,Olumlu
